"round","datetime","home_team","away_team","home_goal","away_goal","season"
"2",2014-04-02 21:30:00,"Plácido de Castro - AC","Figueirense - SC",0,0,2014
"2",2014-04-09 20:30:00,"Figueirense - SC","Plácido de Castro - AC",3,1,2014
"2",2014-04-02 21:50:00,"Naviraiense - MS","Avaí - SC",1,4,2014
"2",2014-04-02 22:00:00,"Mixto - MT","Santos - SP",0,0,2014
"2",2014-04-16 22:00:00,"Santos - SP","Mixto - MT",3,0,2014
"2",2014-04-03 19:00:00,"Paragominas - PA","A.s.a. - AL",0,4,2014
"2",2014-04-03 20:30:00,"Resende - RJ","Vasco da Gama - RJ",0,0,2014
"2",2014-04-16 22:00:00,"Vasco da Gama - RJ","Resende - RJ",1,0,2014
"2",2014-04-08 21:30:00,"Rio Branco - AC","Chapecoense - SC",0,2,2014
"2",2014-04-09 19:30:00,"Novo Hamburgo - RS","Joinville - SC",1,0,2014
"2",2014-04-22 19:30:00,"Joinville - SC","Novo Hamburgo - RS",2,2,2014
"2",2014-04-09 20:30:00,"Lagarto - SE","Santa Cruz - PE",0,1,2014
"2",2014-05-07 22:00:00,"Santa Cruz - PE","Lagarto - SE",3,1,2014
"2",2014-04-16 21:30:00,"Princesa do Solimões - AM","Brasiliense - DF",3,1,2014
"2",2014-04-23 20:30:00,"Brasiliense - DF","Princesa do Solimões - AM",4,2,2014
"2",2014-04-30 22:00:00,"Parnahyba - PI","Ceará - CE",0,1,2014
"2",2014-05-07 20:30:00,"Ceará - CE","Parnahyba - PI",4,1,2014
"2",2014-05-01 21:50:00,"Brasília - DF","Sport - PE",1,3,2014
"3",2014-04-22 19:30:00,"Paraná - PR","Ponte Preta - SP",1,1,2014
"3",2014-05-06 21:50:00,"Ponte Preta - SP","Paraná - PR",1,1,2014
"3",2014-04-23 22:00:00,"Tupi - MG","Fluminense - RJ",0,3,2014
"3",2014-04-23 22:00:00,"C. R. B. - AL","São Paulo - SP",2,1,2014
"3",2014-05-07 22:00:00,"São Paulo - SP","C. R. B. - AL",3,0,2014
"3",2014-04-24 15:15:00,"Santa Rita - AL","Potiguar - RN",2,0,2014
"3",2014-05-01 19:30:00,"Potiguar - RN","Santa Rita - AL",2,5,2014
"3",2014-04-30 19:30:00,"Caldense - MG","Coritiba - PR",0,2,2014
"3",2014-04-30 22:00:00,"Treze - PB","Vasco da Gama - RJ",1,2,2014
"3",2014-05-07 22:00:00,"Vasco da Gama - RJ","Treze - PB",1,1,2014
"3",2014-04-30 22:00:00,"Nacional - AM","Corinthians - SP",0,3,2014
"3",2014-05-01 16:00:00,"Novo Hamburgo - RS","J. Malucelli - PR",1,0,2014
"3",2014-05-07 19:30:00,"J. Malucelli - PR","Novo Hamburgo - RS",0,2,2014
"3",2014-05-01 19:30:00,"Cuiabá - MT","Internacional - RS",1,1,2014
"3",2014-05-14 22:00:00,"Internacional - RS","Cuiabá - MT",4,1,2014
"3",2014-05-01 21:50:00,"Londrina - PR","Grêmio Barueri - SP",0,0,2014
"3",2014-05-08 19:30:00,"Grêmio Barueri - SP","Londrina - PR",3,3,2014
"3",2014-05-06 21:50:00,"América - RN","Náutico - PE",3,0,2014
"3",2014-05-13 19:30:00,"Náutico - PE","América - RN",2,0,2014
"3",2014-05-07 19:30:00,"A.s.a. - AL","Avaí - SC",3,2,2014
"3",2014-05-13 20:30:00,"Avaí - SC","A.s.a. - AL",2,1,2014
"3",2014-05-07 19:30:00,"Bragantino - SP","Figueirense - SC",2,1,2014
"3",2014-07-22 19:30:00,"Figueirense - SC","Bragantino - SP",2,1,2014
"3",2014-05-07 20:30:00,"Abc - RN","Atlético - GO",1,1,2014
"3",2014-05-14 20:30:00,"Atlético - GO","Abc - RN",1,2,2014
"3",2014-05-07 22:00:00,"América - MG","Bahia - BA",0,0,2014
"3",2014-05-14 19:30:00,"Bahia - BA","América - MG",2,1,2014
"3",2014-05-07 22:00:00,"Sampaio Correa - MA","Palmeiras - SP",2,1,2014
"3",2014-05-14 22:00:00,"Palmeiras - SP","Sampaio Correa - MA",3,0,2014
"3",2014-05-08 21:50:00,"Princesa do Solimões - AM","Santos - SP",1,2,2014
"3",2014-05-15 21:50:00,"Santos - SP","Princesa do Solimões - AM",4,2,2014
"3",2014-05-14 19:30:00,"Chapecoense - SC","Ceará - CE",1,2,2014
"3",2014-07-23 19:30:00,"Ceará - CE","Chapecoense - SC",1,1,2014
"3",2014-05-14 22:00:00,"Botafogo - PB","Santa Cruz - PE",1,1,2014
"3",2014-07-23 22:00:00,"Santa Cruz - PE","Botafogo - PB",2,1,2014
"3",2014-05-15 19:30:00,"Paysandu - PA","Sport - PE",2,1,2014
"3",2014-07-24 19:30:00,"Sport - PE","Paysandu - PA",3,2,2014
"4",2014-07-23 19:30:00,"Abc - RN","Novo Hamburgo - RS",1,0,2014
"4",2014-07-30 19:30:00,"Novo Hamburgo - RS","Abc - RN",2,0,2014
"4",2014-07-23 19:30:00,"Avaí - SC","Palmeiras - SP",0,2,2014
"4",2014-08-06 19:30:00,"Palmeiras - SP","Avaí - SC",1,0,2014
"4",2014-07-23 22:00:00,"Ponte Preta - SP","Vasco da Gama - RJ",0,2,2014
"4",2014-07-30 22:00:00,"Vasco da Gama - RJ","Ponte Preta - SP",2,1,2014
"4",2014-07-23 22:00:00,"Corinthians - SP","Bahia - BA",3,0,2014
"4",2014-08-06 22:00:00,"Bahia - BA","Corinthians - SP",1,0,2014
"4",2014-07-30 22:00:00,"Bragantino - SP","São Paulo - SP",1,2,2014
"4",2014-08-13 22:00:00,"São Paulo - SP","Bragantino - SP",1,3,2014
"4",2014-07-30 22:00:00,"Internacional - RS","Ceará - CE",1,2,2014
"4",2014-08-13 22:00:00,"Ceará - CE","Internacional - RS",3,1,2014
"4",2014-07-31 21:00:00,"Coritiba - PR","Paysandu - PA",2,0,2014
"4",2014-08-13 22:00:00,"Paysandu - PA","Coritiba - PR",2,1,2014
"4",2014-07-31 21:00:00,"Londrina - PR","Santos - SP",2,1,2014
"4",2014-08-14 19:30:00,"Santos - SP","Londrina - PR",2,0,2014
"4",2014-08-06 22:00:00,"América - RN","Fluminense - RJ",0,3,2014
"4",2014-08-13 22:00:00,"Fluminense - RJ","América - RN",2,5,2014
"4",2014-08-06 22:00:00,"Santa Rita - AL","Santa Cruz - PE",3,2,2014
"4",2014-08-14 19:30:00,"Santa Cruz - PE","Santa Rita - AL",1,1,2014
"5",2014-08-26 19:30:00,"Vasco da Gama - RJ","Abc - RN",1,1,2014
"5",2014-09-02 19:30:00,"Abc - RN","Vasco da Gama - RJ",2,1,2014
"5",2014-08-27 19:30:00,"Cruzeiro - MG","Santa Rita - AL",5,0,2014
"5",2014-09-03 19:30:00,"Santa Rita - AL","Cruzeiro - MG",1,2,2014
"5",2014-08-27 19:30:00,"América - RN","Atletico - PR",3,0,2014
"5",2014-09-03 19:30:00,"Atletico - PR","América - RN",2,0,2014
"5",2014-08-27 22:00:00,"Botafogo - RJ","Ceará - CE",1,2,2014
"5",2014-09-03 22:00:00,"Ceará - CE","Botafogo - RJ",3,4,2014
"5",2014-08-27 22:00:00,"Coritiba - PR","Flamengo - RJ",3,0,2014
"5",2014-09-03 22:00:00,"Flamengo - RJ","Coritiba - PR",3,0,2014
"5",2014-08-27 22:00:00,"Palmeiras - SP","Atlético - MG",0,1,2014
"5",2014-09-04 20:00:00,"Atlético - MG","Palmeiras - SP",2,0,2014
"5",2014-08-27 22:00:00,"Bragantino - SP","Corinthians - SP",1,0,2014
"5",2014-09-03 22:00:00,"Corinthians - SP","Bragantino - SP",3,1,2014
"5",2014-08-28 20:00:00,"Grêmio - RS","Santos - SP",0,2,2014
"6",2014-10-01 19:30:00,"Botafogo - RJ","Santos - SP",2,3,2014
"6",2014-10-16 21:30:00,"Santos - SP","Botafogo - RJ",5,0,2014
"6",2014-10-01 19:30:00,"Cruzeiro - MG","Abc - RN",1,0,2014
"6",2014-10-15 22:00:00,"Abc - RN","Cruzeiro - MG",3,2,2014
"6",2014-10-01 22:00:00,"América - RN","Flamengo - RJ",0,1,2014
"6",2014-10-15 22:00:00,"Flamengo - RJ","América - RN",1,0,2014
"6",2014-10-01 22:00:00,"Corinthians - SP","Atlético - MG",2,0,2014
"6",2014-10-15 22:00:00,"Atlético - MG","Corinthians - SP",4,1,2014
"7",2014-10-29 22:00:00,"Cruzeiro - MG","Santos - SP",1,0,2014
"7",2014-11-05 22:00:00,"Santos - SP","Cruzeiro - MG",3,3,2014
"7",2014-10-29 22:00:00,"Flamengo - RJ","Atlético - MG",2,0,2014
"7",2014-11-05 22:00:00,"Atlético - MG","Flamengo - RJ",4,1,2014
"8",2014-11-12 22:00:00,"Atlético - MG","Cruzeiro - MG",2,0,2014
"8",2014-11-26 22:00:00,"Cruzeiro - MG","Atlético - MG",0,1,2014
"1",2015-02-08 19:30:00,"Atlético - AC","Real Noroeste - ES",0,1,2015
"1",2015-02-22 16:30:00,"Real Noroeste - ES","Atlético - AC",3,2,2015
"2",2015-02-25 19:30:00,"Santo André - SP","Goiás - GO",0,1,2015
"2",2015-04-01 19:30:00,"Goiás - GO","Santo André - SP",1,0,2015
"2",2015-02-25 19:30:00,"Luziânia - DF","América - MG",0,3,2015
"2",2015-02-25 20:30:00,"Estrela do Norte - ES","Sampaio Correa - MA",3,2,2015
"2",2015-04-01 20:30:00,"Sampaio Correa - MA","Estrela do Norte - ES",4,1,2015
"2",2015-02-25 20:30:00,"Moto Club - MA","Boa - MG",1,1,2015
"2",2015-04-15 20:30:00,"Boa - MG","Moto Club - MA",1,1,2015
"2",2015-02-25 20:30:00,"Amadense - SE","Crb - AL",1,2,2015
"2",2015-04-02 19:30:00,"Crb - AL","Amadense - SE",1,0,2015
"2",2015-02-25 21:30:00,"São Raimundo - RR","Asa - AL",1,3,2015
"2",2015-02-25 22:00:00,"Brasil - RS","Flamengo - RJ",1,2,2015
"2",2015-03-18 22:00:00,"Flamengo - RJ","Brasil - RS",2,0,2015
"2",2015-03-03 21:30:00,"Vilhena - RO","Ponte Preta - SP",1,1,2015
"2",2015-04-02 19:30:00,"Ponte Preta - SP","Vilhena - RO",3,0,2015
"2",2015-03-04 16:00:00,"Boavista - RJ","Abc - RN",0,1,2015
"2",2015-03-19 19:30:00,"Abc - RN","Boavista - RJ",2,0,2015
"2",2015-03-04 19:30:00,"Capivariano - SP","Caxias - RS",3,0,2015
"2",2015-03-19 19:30:00,"Caxias - RS","Capivariano - SP",0,0,2015
"2",2015-03-04 19:30:00,"Santos - AP","Portuguesa - SP",1,3,2015
"2",2015-03-04 19:30:00,"Independente - PA","Icasa - CE",5,0,2015
"2",2015-03-19 19:30:00,"Icasa - CE","Independente - PA",2,0,2015
"2",2015-03-04 20:30:00,"Murici - AL","Cuiabá - MT",3,2,2015
"2",2015-03-18 21:30:00,"Cuiabá - MT","Murici - AL",2,0,2015
"2",2015-03-04 20:30:00,"Alecrim - RN","Tupi - MG",0,2,2015
"2",2015-03-04 22:00:00,"Vitória da Conquista - BA","Palmeiras - SP",1,4,2015
"2",2015-03-04 22:00:00,"Villa Nova - MG","Coritiba - PR",0,3,2015
"2",2015-03-05 21:30:00,"Maringá - PR","Madureira - RJ",2,0,2015
"2",2015-04-15 15:00:00,"Madureira - RJ","Maringá - PR",3,1,2015
"2",2015-03-05 21:30:00,"Cabofriense - RJ","Luverdense - MT",1,1,2015
"2",2015-03-18 21:30:00,"Luverdense - MT","Cabofriense - RJ",1,0,2015
"2",2015-03-17 19:30:00,"Londrina - PR","Santos - SP",0,1,2015
"2",2015-04-15 19:30:00,"Santos - SP","Londrina - PR",1,0,2015
"2",2015-03-18 19:30:00,"Lajeadense - RS","Bragantino - SP",2,1,2015
"2",2015-04-16 19:30:00,"Bragantino - SP","Lajeadense - RS",1,0,2015
"2",2015-03-18 20:30:00,"Interporto - TO","Chapecoense - SC",2,5,2015
"2",2015-03-18 20:30:00,"Real Noroeste - ES","Criciúma - SC",1,4,2015
"2",2015-03-18 21:30:00,"Princesa do Solimões - AM","Figueirense - SC",2,2,2015
"2",2015-04-01 19:30:00,"Figueirense - SC","Princesa do Solimões - AM",2,1,2015
"2",2015-03-18 21:30:00,"Águia Negra - MS","Paysandu - PA",2,2,2015
"2",2015-04-01 20:30:00,"Paysandu - PA","Águia Negra - MS",2,0,2015
"2",2015-03-31 20:30:00,"Piauí - PI","Salgueiro - PE",1,5,2015
"2",2015-04-01 19:30:00,"Rio Branco - AC","Vasco da Gama - RJ",1,2,2015
"2",2015-04-15 22:00:00,"Vasco da Gama - RJ","Rio Branco - AC",3,2,2015
"2",2015-04-01 19:30:00,"Ríver - PI","Fortaleza - CE",0,1,2015
"2",2015-04-16 21:50:00,"Fortaleza - CE","Ríver - PI",2,1,2015
"2",2015-04-01 19:30:00,"Ituano - SP","Joinville - SC",3,0,2015
"2",2015-04-15 19:30:00,"Joinville - SC","Ituano - SP",1,0,2015
"2",2015-04-01 19:30:00,"Anapolina - GO","Vitória - BA",1,2,2015
"2",2015-04-14 19:30:00,"Vitória - BA","Anapolina - GO",1,1,2015
"2",2015-04-01 20:30:00,"Jacuipense - BA","Paraná - PR",0,1,2015
"2",2015-04-23 19:30:00,"Paraná - PR","Jacuipense - BA",0,1,2015
"2",2015-04-01 20:30:00,"Globo - RN","América - RN",1,5,2015
"2",2015-04-01 20:30:00,"Coruripe - AL","Atlético - GO",1,1,2015
"2",2015-04-30 20:30:00,"Atlético - GO","Coruripe - AL",2,0,2015
"2",2015-04-01 21:30:00,"Operário - MT","Avaí - SC",0,0,2015
"2",2015-04-14 19:30:00,"Avaí - SC","Operário - MT",3,1,2015
"2",2015-04-01 22:00:00,"Botafogo - PB","Botafogo - RJ",2,2,2015
"2",2015-04-15 19:30:00,"Botafogo - RJ","Botafogo - PB",4,2,2015
"2",2015-04-01 22:00:00,"Cene - MS","Sport - PE",1,2,2015
"2",2015-04-16 21:50:00,"Sport - PE","Cene - MS",4,1,2015
"2",2015-04-01 22:00:00,"Confiança - SE","Ceará - CE",0,0,2015
"2",2015-04-15 22:00:00,"Ceará - CE","Confiança - SE",1,0,2015
"2",2015-04-01 22:00:00,"Campinense - PB","Grêmio - RS",1,2,2015
"2",2015-04-15 22:00:00,"Grêmio - RS","Campinense - PB",2,0,2015
"2",2015-04-02 19:30:00,"Brasília - DF","Náutico - PE",0,1,2015
"2",2015-04-15 22:00:00,"Náutico - PE","Brasília - DF",2,0,2015
"2",2015-04-02 21:50:00,"Remo - PA","Atlético - PR",1,1,2015
"2",2015-04-15 19:30:00,"Atlético - PR","Remo - PA",1,1,2015
"2",2015-04-02 21:50:00,"Nacional - AM","Bahia - BA",0,0,2015
"2",2015-04-16 19:30:00,"Bahia - BA","Nacional - AM",3,2,2015
"3",2015-04-22 22:00:00,"Salgueiro - PE","Flamengo - RJ",0,2,2015
"3",2015-04-23 19:30:00,"Ituano - SP","Portuguesa - SP",1,1,2015
"3",2015-04-28 21:50:00,"Portuguesa - SP","Ituano - SP",1,2,2015
"3",2015-04-23 21:00:00,"Bragantino - SP","Criciúma - SC",0,3,2015
"3",2015-04-28 21:50:00,"Tupi - MG","Atlético - PR",1,0,2015
"3",2015-05-06 19:30:00,"Atlético - PR","Tupi - MG",2,1,2015
"3",2015-04-29 22:00:00,"Sampaio Correa - MA","Palmeiras - SP",1,1,2015
"3",2015-05-12 21:50:00,"Palmeiras - SP","Sampaio Correa - MA",5,1,2015
"3",2015-04-29 22:00:00,"Capivariano - SP","Botafogo - RJ",1,2,2015
"3",2015-05-06 22:00:00,"Botafogo - RJ","Capivariano - SP",3,0,2015
"3",2015-04-30 19:30:00,"Jacuipense - BA","Náutico - PE",0,2,2015
"3",2015-05-06 19:30:00,"Fortaleza - CE","Coritiba - PR",2,1,2015
"3",2015-05-13 22:00:00,"Coritiba - PR","Fortaleza - CE",2,1,2015
"3",2015-05-06 22:00:00,"Avaí - SC","Figueirense - SC",1,0,2015
"3",2015-05-13 22:00:00,"Figueirense - SC","Avaí - SC",2,0,2015
"3",2015-05-06 22:00:00,"Maringá - PR","Santos - SP",2,2,2015
"3",2015-05-13 19:30:00,"Santos - SP","Maringá - PR",1,0,2015
"3",2015-05-06 22:00:00,"Chapecoense - SC","Sport - PE",2,0,2015
"3",2015-05-13 22:00:00,"Sport - PE","Chapecoense - SC",2,0,2015
"3",2015-05-07 19:30:00,"Moto Club - MA","Ponte Preta - SP",1,2,2015
"3",2015-05-13 19:30:00,"Ponte Preta - SP","Moto Club - MA",4,1,2015
"3",2015-05-07 19:30:00,"Independente - PA","Goiás - GO",1,0,2015
"3",2015-05-13 19:30:00,"Goiás - GO","Independente - PA",3,0,2015
"3",2015-05-12 19:30:00,"Paysandu - PA","Abc - RN",1,0,2015
"3",2015-05-19 19:30:00,"Abc - RN","Paysandu - PA",1,2,2015
"3",2015-05-12 19:30:00,"América - RN","Atlético - GO",4,2,2015
"3",2015-05-20 19:30:00,"Atlético - GO","América - RN",1,0,2015
"3",2015-05-12 19:30:00,"América - MG","Ceará - CE",1,1,2015
"3",2015-05-20 22:00:00,"Ceará - CE","América - MG",3,0,2015
"3",2015-05-12 21:50:00,"Luverdense - MT","Bahia - BA",0,0,2015
"3",2015-05-20 22:00:00,"Bahia - BA","Luverdense - MT",3,1,2015
"3",2015-05-13 19:30:00,"Asa - AL","Vitória - BA",1,1,2015
"3",2015-05-19 19:30:00,"Vitória - BA","Asa - AL",2,2,2015
"3",2015-05-13 19:30:00,"Crb - AL","Grêmio - RS",1,3,2015
"3",2015-05-13 22:00:00,"Cuiabá - MT","Vasco da Gama - RJ",1,1,2015
"3",2015-05-20 22:00:00,"Vasco da Gama - RJ","Cuiabá - MT",0,0,2015
"4",2015-05-20 19:30:00,"Figueirense - SC","Botafogo - RJ",2,2,2015
"4",2015-07-14 21:00:00,"Botafogo - RJ","Figueirense - SC",0,1,2015
"4",2015-05-20 19:30:00,"Ituano - SP","Goiás - GO",2,0,2015
"4",2015-05-27 19:30:00,"Goiás - GO","Ituano - SP",3,1,2015
"4",2015-05-20 22:00:00,"Sport - PE","Santos - SP",2,1,2015
"4",2015-07-22 22:00:00,"Santos - SP","Sport - PE",3,1,2015
"4",2015-05-27 19:30:00,"Coritiba - PR","Ponte Preta - SP",2,1,2015
"4",2015-07-22 22:00:00,"Ponte Preta - SP","Coritiba - PR",2,1,2015
"4",2015-05-27 22:00:00,"Palmeiras - SP","Asa - AL",0,0,2015
"4",2015-07-15 22:00:00,"Asa - AL","Palmeiras - SP",0,1,2015
"4",2015-05-27 22:00:00,"Flamengo - RJ","Náutico - PE",1,1,2015
"4",2015-07-15 22:00:00,"Náutico - PE","Flamengo - RJ",0,2,2015
"4",2015-07-14 21:00:00,"Grêmio - RS","Criciúma - SC",0,1,2015
"4",2015-07-21 21:00:00,"Criciúma - SC","Grêmio - RS",0,1,2015
"4",2015-07-15 19:30:00,"Ceará - CE","Tupi - MG",0,0,2015
"4",2015-07-22 19:30:00,"Tupi - MG","Ceará - CE",1,2,2015
"4",2015-07-15 21:00:00,"Vasco da Gama - RJ","América - RN",3,1,2015
"4",2015-07-22 22:00:00,"América - RN","Vasco da Gama - RJ",2,3,2015
"4",2015-07-15 22:00:00,"Paysandu - PA","Bahia - BA",3,0,2015
"4",2015-07-22 19:30:00,"Bahia - BA","Paysandu - PA",2,0,2015
"5",2015-08-19 19:30:00,"Coritiba - PR","Grêmio - RS",0,1,2015
"5",2015-08-27 21:00:00,"Grêmio - RS","Coritiba - PR",3,1,2015
"5",2015-08-19 19:30:00,"Atlético - MG","Figueirense - SC",1,1,2015
"5",2015-08-26 19:30:00,"Figueirense - SC","Atlético - MG",2,1,2015
"5",2015-08-19 22:00:00,"Palmeiras - SP","Cruzeiro - MG",2,1,2015
"5",2015-08-26 22:00:00,"Cruzeiro - MG","Palmeiras - SP",2,3,2015
"5",2015-08-19 22:00:00,"Flamengo - RJ","Vasco da Gama - RJ",0,1,2015
"5",2015-08-26 22:00:00,"Vasco da Gama - RJ","Flamengo - RJ",1,1,2015
"5",2015-08-19 22:00:00,"Santos - SP","Corinthians - SP",2,0,2015
"5",2015-08-26 22:00:00,"Corinthians - SP","Santos - SP",1,2,2015
"5",2015-08-20 19:00:00,"Internacional - RS","Ituano - SP",2,0,2015
"5",2015-08-27 20:00:00,"Ituano - SP","Internacional - RS",1,2,2015
"5",2015-08-20 19:00:00,"Fluminense - RJ","Paysandu - PA",2,1,2015
"5",2015-08-26 19:30:00,"Paysandu - PA","Fluminense - RJ",1,2,2015
"5",2015-08-20 21:30:00,"São Paulo - SP","Ceará - CE",1,2,2015
"5",2015-08-26 19:30:00,"Ceará - CE","São Paulo - SP",0,3,2015
"6",2015-09-23 19:30:00,"Figueirense - SC","Santos - SP",0,1,2015
"6",2015-10-01 21:00:00,"Santos - SP","Figueirense - SC",3,2,2015
"6",2015-09-23 19:30:00,"Internacional - RS","Palmeiras - SP",1,1,2015
"6",2015-09-30 22:00:00,"Palmeiras - SP","Internacional - RS",3,2,2015
"6",2015-09-23 22:00:00,"Fluminense - RJ","Grêmio - RS",0,0,2015
"6",2015-09-30 22:00:00,"Grêmio - RS","Fluminense - RJ",1,1,2015
"6",2015-09-23 22:00:00,"São Paulo - SP","Vasco da Gama - RJ",3,0,2015
"6",2015-09-30 22:00:00,"Vasco da Gama - RJ","São Paulo - SP",1,1,2015
"7",2015-10-21 22:00:00,"São Paulo - SP","Santos - SP",1,3,2015
"7",2015-10-28 22:00:00,"Santos - SP","São Paulo - SP",3,1,2015
"7",2015-10-21 22:00:00,"Fluminense - RJ","Palmeiras - SP",2,1,2015
"7",2015-10-28 22:00:00,"Palmeiras - SP","Fluminense - RJ",2,1,2015
"8",2015-11-25 22:00:00,"Santos - SP","Palmeiras - SP",1,0,2015
"8",2015-12-02 22:00:00,"Palmeiras - SP","Santos - SP",2,1,2015
"1",2016-03-16 20:30:00,"Goianesia - GO","ABC - RN",1,1,2016
"1",2016-04-20 20:30:00,"ABC - RN","Goianesia - GO",3,2,2016
"1",2016-03-16 20:30:00,"Parauapebas - PA","Londrina - PR",0,1,2016
"1",2016-04-06 19:30:00,"Londrina - PR","Parauapebas - PA",6,0,2016
"1",2016-03-16 20:30:00,"Linense - SP","Botafogo - PB",1,1,2016
"1",2016-04-06 19:30:00,"Botafogo - PB","Linense - SP",1,1,2016
"1",2016-03-16 21:45:00,"Rio Branco - ES","Santa Cruz - PE",0,1,2016
"1",2016-04-06 21:45:00,"Santa Cruz - PE","Rio Branco - ES",0,0,2016
"1",2016-03-16 21:45:00,"Confiança - SE","Flamengo - RJ",1,0,2016
"1",2016-04-20 21:45:00,"Flamengo - RJ","Confiança - SE",3,0,2016
"1",2016-03-16 21:45:00,"Globo - RN","Bahia - BA",0,0,2016
"1",2016-04-06 21:45:00,"Bahia - BA","Globo - RN",3,1,2016
"1",2016-03-16 21:45:00,"Imperatriz - MA","Fortaleza - CE",1,1,2016
"1",2016-04-28 20:00:00,"Fortaleza - CE","Imperatriz - MA",2,0,2016
"1",2016-03-17 19:15:00,"Vitória da Conquista - BA","Náutico - PE",0,0,2016
"1",2016-04-07 19:30:00,"Náutico - PE","Vitória da Conquista - BA",1,1,2016
"1",2016-03-17 19:15:00,"Ferroviária - SP","Salgueiro - PE",1,0,2016
"1",2016-04-13 20:30:00,"Salgueiro - PE","Ferroviária - SP",1,1,2016
"1",2016-03-17 19:15:00,"Ypiranga - RS","Atlético - GO",2,2,2016
"1",2016-04-07 19:30:00,"Atlético - GO","Ypiranga - RS",0,2,2016
"1",2016-03-17 21:30:00,"Brasil - RS","Atlético - PR",1,1,2016
"1",2016-04-13 19:30:00,"Atlético - PR","Brasil - RS",1,0,2016
"1",2016-04-05 21:30:00,"Coruripe - AL","Botafogo - RJ",0,1,2016
"1",2016-04-28 21:30:00,"Botafogo - RJ","Coruripe - AL",1,1,2016
"1",2016-04-06 16:30:00,"Princesa do Solimões - AM","Chapecoense - SC",1,2,2016
"1",2016-04-14 21:30:00,"Chapecoense - SC","Princesa do Solimões - AM",2,0,2016
"1",2016-04-06 19:30:00,"Aparecidense - GO","Sport - PE",2,0,2016
"1",2016-04-28 19:15:00,"Sport - PE","Aparecidense - GO",1,2,2016
"1",2016-04-06 19:30:00,"Resende - RJ","Ceará - CE",2,2,2016
"1",2016-04-26 19:15:00,"Ceará - CE","Resende - RJ",1,1,2016
"1",2016-04-06 19:30:00,"Internacional - SC","Sampaio Correa - MA",1,2,2016
"1",2016-04-20 19:30:00,"Sampaio Correa - MA","Internacional - SC",0,1,2016
"1",2016-04-06 20:30:00,"Estanciano - SE","Paraná - PR",1,1,2016
"1",2016-04-21 19:15:00,"Paraná - PR","Estanciano - SE",2,0,2016
"1",2016-04-06 20:30:00,"Juazeirense - BA","Cuiabá - MT",1,0,2016
"1",2016-04-27 21:30:00,"Cuiabá - MT","Juazeirense - BA",1,0,2016
"1",2016-04-06 20:30:00,"Tocantinópolis - TO","Juventude - RS",1,1,2016
"1",2016-04-28 21:30:00,"Juventude - RS","Tocantinópolis - TO",2,0,2016
"1",2016-04-06 21:30:00,"Ivinhema - MS","Crb - AL",0,2,2016
"1",2016-04-06 21:30:00,"Genus - RO","Asa - AL",2,0,2016
"1",2016-04-28 21:30:00,"Asa - AL","Genus - RO",2,1,2016
"1",2016-04-06 21:45:00,"Tombense - MG","Fluminense - RJ",0,3,2016
"1",2016-04-07 21:30:00,"Caldense - MG","Ponte Preta - SP",1,2,2016
"1",2016-04-14 21:30:00,"Ponte Preta - SP","Caldense - MG",1,1,2016
"1",2016-04-07 21:30:00,"Ríver - PI","Goiás - GO",2,1,2016
"1",2016-04-27 19:30:00,"Goiás - GO","Ríver - PI",2,1,2016
"1",2016-04-12 21:00:00,"Operario - PR","Criciúma - SC",2,1,2016
"1",2016-04-28 19:15:00,"Criciúma - SC","Operario - PR",1,1,2016
"1",2016-04-13 19:30:00,"Guarany - CE","Coritiba - PR",0,3,2016
"1",2016-04-13 20:30:00,"Parnahyba - PI","Portuguesa - SP",2,1,2016
"1",2016-04-26 21:30:00,"Portuguesa - SP","Parnahyba - PI",1,0,2016
"1",2016-04-13 21:30:00,"Nautico - RR","Vitória - BA",2,3,2016
"1",2016-04-27 21:45:00,"Vitória - BA","Nautico - RR",3,1,2016
"1",2016-04-13 21:45:00,"Remo - PA","Vasco da Gama - RJ",0,1,2016
"1",2016-04-27 21:45:00,"Vasco da Gama - RJ","Remo - PA",2,1,2016
"1",2016-04-14 21:30:00,"Lajeadense - RS","Figueirense - SC",0,2,2016
"1",2016-04-19 19:30:00,"Brasília - DF","Bragantino - SP",0,2,2016
"1",2016-04-20 19:30:00,"Red Bull Brasil - SP","América - MG",1,1,2016
"1",2016-04-28 19:15:00,"América - MG","Red Bull Brasil - SP",3,2,2016
"1",2016-04-20 21:30:00,"Galvez - AC","Rio Branco - AC",1,0,2016
"1",2016-04-27 21:30:00,"Rio Branco - AC","Galvez - AC",1,1,2016
"1",2016-04-20 21:30:00,"Comercial - MS","Joinville - SC",1,1,2016
"1",2016-05-04 19:30:00,"Joinville - SC","Comercial - MS",1,0,2016
"1",2016-04-20 21:30:00,"Dom Bosco - MT","Nacional - AM",2,0,2016
"1",2016-04-27 21:30:00,"Nacional - AM","Dom Bosco - MT",1,1,2016
"1",2016-04-20 21:45:00,"Campinense - PB","Cruzeiro - MG",0,0,2016
"1",2016-05-05 21:30:00,"Cruzeiro - MG","Campinense - PB",3,2,2016
"1",2016-04-21 19:15:00,"Operário - MT","Avaí - SC",1,0,2016
"1",2016-04-28 19:15:00,"Avaí - SC","Operário - MT",2,0,2016
"1",2016-04-21 21:30:00,"Santos - AP","Santos - SP",1,1,2016
"1",2016-04-28 21:30:00,"Santos - SP","Santos - AP",3,0,2016
